Open time,Open,Close,Volume,CHG,stocRSI,MACD
2023-02-24,23940.2,23185.29,343582.57453,-3.15,84.97,-63.73
2023-02-25,23184.04,23157.07,191311.8101,-0.12,80.51,-122.55
2023-02-26,23157.07,23554.85,202323.73623,1.72,85.92,-133.12
2023-02-27,23554.85,23492.09,283706.0859,-0.27,83.3,-142.0
2023-02-28,23492.09,23141.57,264140.99894,-1.49,39.13,-167.38
2023-03-01,23141.57,23628.97,315287.41737,2.11,0.0,-147.92
2023-03-02,23629.76,23465.32,239315.45219,-0.7,25.1,-142.59
2023-03-03,23465.32,22354.34,319954.19785,-4.73,0.0,-206.53
2023-03-04,22354.34,22346.57,121257.38132,-0.03,0.0,-239.65
2023-03-05,22346.57,22430.24,154841.75786,0.37,8.67,-245.34
2023-03-06,22430.24,22410.0,203751.82957,-0.09,0.0,-239.61
2023-03-07,22409.41,22197.96,292519.80912,-0.94,2.16,-238.72
2023-03-08,22198.56,21705.44,301460.57272,-2.22,0.0,-258.27
2023-03-09,21704.37,20362.22,443658.28584,-6.18,0.0,-343.3
2023-03-10,20362.21,20150.69,618456.4671,-1.04,4.34,-391.91
2023-03-11,20150.69,20455.73,427831.82133,1.51,15.15,-381.28
2023-03-12,20455.73,21997.11,430944.94288,7.54,46.22,-254.32
2023-03-13,21998.05,24113.48,687889.31259,9.62,93.23,-23.82
2023-03-14,24112.27,24670.41,699360.93423,2.31,100.0,160.03
2023-03-15,24670.41,24285.66,581450.72984,-1.56,87.9,244.53
2023-03-16,24285.66,24998.78,439421.32998,2.94,99.01,331.85
2023-03-17,24998.78,27395.13,624460.68091,9.59,100.0,523.02
2023-03-18,27395.13,26907.49,371238.97174,-1.78,94.22,584.01
2023-03-19,26907.49,27972.87,372066.99054,3.96,98.45,658.0
2023-03-20,27972.87,27717.01,477378.23373,-0.91,95.93,650.43
2023-03-21,27717.01,28105.47,420929.7422,1.4,99.69,631.78
2023-03-22,28107.81,27250.97,224113.41296,-3.05,95.94,526.4
2023-03-23,27250.97,28295.41,128649.60818,3.83,100.0,492.17
2023-03-24,28295.42,27454.47,86242.06544,-2.97,93.1,382.88
2023-03-25,27454.46,27462.95,50844.08102,0.03,89.85,285.62
2023-03-26,27462.96,27968.05,49671.70353,1.84,77.22,232.03
2023-03-27,27968.05,27124.91,88039.46898,-3.01,37.79,122.06
2023-03-28,27124.9,27261.07,78602.44341,0.5,32.49,44.73
2023-03-29,27261.06,28348.6,89486.16008,3.99,44.98,52.52
2023-03-30,28348.6,28028.53,98865.43256,-1.13,9.14,23.31
